file,class,decoded,payload_len,payload_type
benign/benign/benign_14258.png,benign,1,83,text
benign/benign/benign_14259.png,benign,1,83,text
benign/benign/benign_1426.png,benign,1,74,text
benign/benign/benign_14260.png,benign,0,0,undecoded
benign/benign/benign_14261.png,benign,1,79,text
benign/benign/benign_14262.png,benign,1,79,text
benign/benign/benign_14263.png,benign,1,79,text
benign/benign/benign_14264.png,benign,1,79,text
benign/benign/benign_14265.png,benign,1,79,text
benign/benign/benign_14266.png,benign,1,79,text
benign/benign/benign_14267.png,benign,1,79,text
benign/benign/benign_14268.png,benign,1,79,text
benign/benign/benign_14269.png,benign,1,83,text
benign/benign/benign_1427.png,benign,1,82,text
benign/benign/benign_14270.png,benign,1,83,text
benign/benign/benign_14271.png,benign,1,83,text
benign/benign/benign_14272.png,benign,1,83,text
benign/benign/benign_14273.png,benign,1,83,text
benign/benign/benign_14274.png,benign,1,83,text
benign/benign/benign_14275.png,benign,1,83,text
benign/benign/benign_14276.png,benign,1,83,text
benign/benign/benign_14277.png,benign,1,83,text
benign/benign/benign_14278.png,benign,1,83,text
benign/benign/benign_14279.png,benign,1,83,text
benign/benign/benign_1428.png,benign,1,74,text
benign/benign/benign_14280.png,benign,1,83,text
benign/benign/benign_14281.png,benign,1,83,text
benign/benign/benign_14282.png,benign,1,83,text
benign/benign/benign_14283.png,benign,1,83,text
benign/benign/benign_14284.png,benign,1,83,text
benign/benign/benign_14285.png,benign,1,68,text
benign/benign/benign_14286.png,benign,1,83,text
benign/benign/benign_14287.png,benign,1,83,text
benign/benign/benign_14288.png,benign,1,80,text
benign/benign/benign_14289.png,benign,1,83,text
benign/benign/benign_1429.png,benign,1,76,text
benign/benign/benign_14290.png,benign,1,63,text
benign/benign/benign_14291.png,benign,1,57,text
benign/benign/benign_14292.png,benign,1,66,text
benign/benign/benign_14293.png,benign,1,57,text
benign/benign/benign_14294.png,benign,1,83,text
benign/benign/benign_14295.png,benign,1,83,text
benign/benign/benign_14296.png,benign,1,83,text
benign/benign/benign_14297.png,benign,1,83,text
benign/benign/benign_14298.png,benign,1,83,text
benign/benign/benign_14299.png,benign,1,61,text
benign/benign/benign_143.png,benign,1,57,text
benign/benign/benign_1430.png,benign,1,71,text
benign/benign/benign_14300.png,benign,1,68,text
benign/benign/benign_14301.png,benign,1,78,text
benign/benign/benign_14302.png,benign,1,78,text
benign/benign/benign_14303.png,benign,1,78,text
benign/benign/benign_14304.png,benign,1,78,text
benign/benign/benign_14305.png,benign,1,83,text
benign/benign/benign_14306.png,benign,1,83,text
benign/benign/benign_14307.png,benign,1,68,text
benign/benign/benign_14308.png,benign,1,65,text
benign/benign/benign_14309.png,benign,1,65,text
benign/benign/benign_1431.png,benign,1,74,text
benign/benign/benign_14310.png,benign,1,63,text
benign/benign/benign_14311.png,benign,1,64,text
benign/benign/benign_14312.png,benign,1,83,text
benign/benign/benign_14313.png,benign,1,83,text
benign/benign/benign_14314.png,benign,1,83,text
benign/benign/benign_14315.png,benign,1,83,text
benign/benign/benign_14316.png,benign,1,83,text
benign/benign/benign_14317.png,benign,1,83,text
benign/benign/benign_14318.png,benign,1,62,text
benign/benign/benign_14319.png,benign,1,78,text
benign/benign/benign_1432.png,benign,1,71,text
benign/benign/benign_14320.png,benign,1,66,text
benign/benign/benign_14321.png,benign,1,69,text
benign/benign/benign_14322.png,benign,1,69,text
benign/benign/benign_14323.png,benign,1,83,text
benign/benign/benign_14324.png,benign,1,83,text
benign/benign/benign_14325.png,benign,1,83,text
benign/benign/benign_14326.png,benign,1,74,text
benign/benign/benign_14327.png,benign,1,83,text
benign/benign/benign_14328.png,benign,1,83,text
benign/benign/benign_14329.png,benign,1,83,text
benign/benign/benign_1433.png,benign,1,71,text
benign/benign/benign_14330.png,benign,1,83,text
benign/benign/benign_14331.png,benign,1,83,text
benign/benign/benign_14332.png,benign,1,83,text
benign/benign/benign_14333.png,benign,1,83,text
benign/benign/benign_14334.png,benign,1,78,text
benign/benign/benign_14335.png,benign,1,66,text
benign/benign/benign_14336.png,benign,1,83,text
benign/benign/benign_14337.png,benign,1,75,text
benign/benign/benign_14338.png,benign,1,83,text
benign/benign/benign_14339.png,benign,1,68,text
benign/benign/benign_1434.png,benign,1,74,text
benign/benign/benign_14340.png,benign,1,83,text
benign/benign/benign_14341.png,benign,1,69,text
benign/benign/benign_14342.png,benign,1,83,text
benign/benign/benign_14343.png,benign,1,83,text
benign/benign/benign_14344.png,benign,1,79,text
benign/benign/benign_14345.png,benign,1,78,text
benign/benign/benign_14346.png,benign,1,83,text
benign/benign/benign_14347.png,benign,1,69,text
benign/benign/benign_14348.png,benign,1,69,text
benign/benign/benign_14349.png,benign,1,83,text
benign/benign/benign_1435.png,benign,1,74,text
benign/benign/benign_14350.png,benign,1,79,text
benign/benign/benign_14351.png,benign,1,65,text
benign/benign/benign_14352.png,benign,1,83,text
benign/benign/benign_14353.png,benign,1,74,text
benign/benign/benign_14354.png,benign,1,63,text
benign/benign/benign_14355.png,benign,1,66,text
benign/benign/benign_14356.png,benign,1,81,text
benign/benign/benign_14357.png,benign,1,83,text
benign/benign/benign_14358.png,benign,1,66,text
benign/benign/benign_14359.png,benign,1,73,text
benign/benign/benign_1436.png,benign,0,0,undecoded
benign/benign/benign_14360.png,benign,0,0,undecoded
benign/benign/benign_14361.png,benign,1,65,text
benign/benign/benign_14362.png,benign,0,0,undecoded
benign/benign/benign_14363.png,benign,1,83,text
benign/benign/benign_14364.png,benign,1,83,text
benign/benign/benign_14365.png,benign,1,83,text
benign/benign/benign_14366.png,benign,0,0,undecoded
benign/benign/benign_14367.png,benign,1,82,text
benign/benign/benign_14368.png,benign,1,83,text
benign/benign/benign_14369.png,benign,1,83,text
benign/benign/benign_1437.png,benign,1,71,text
benign/benign/benign_14370.png,benign,1,83,text
benign/benign/benign_14371.png,benign,1,83,text
benign/benign/benign_14372.png,benign,1,83,text
benign/benign/benign_14373.png,benign,1,83,text
benign/benign/benign_14374.png,benign,1,83,text
benign/benign/benign_14375.png,benign,1,83,text
benign/benign/benign_14376.png,benign,1,56,text
benign/benign/benign_14377.png,benign,1,83,text
benign/benign/benign_14378.png,benign,1,83,text
benign/benign/benign_14379.png,benign,1,83,text
benign/benign/benign_1438.png,benign,1,74,text
benign/benign/benign_14380.png,benign,1,65,text
benign/benign/benign_14381.png,benign,1,83,text
benign/benign/benign_14382.png,benign,0,0,undecoded
benign/benign/benign_14383.png,benign,1,72,text
benign/benign/benign_14384.png,benign,1,69,text
benign/benign/benign_14385.png,benign,1,83,text
benign/benign/benign_14386.png,benign,1,83,text
benign/benign/benign_14387.png,benign,1,83,text
benign/benign/benign_14388.png,benign,1,65,text
benign/benign/benign_14389.png,benign,1,76,text
benign/benign/benign_1439.png,benign,1,71,text
benign/benign/benign_14390.png,benign,1,69,text
benign/benign/benign_14391.png,benign,1,82,text
benign/benign/benign_14392.png,benign,1,83,text
benign/benign/benign_14393.png,benign,1,66,text
benign/benign/benign_14394.png,benign,1,80,text
benign/benign/benign_14395.png,benign,1,83,text
benign/benign/benign_14396.png,benign,1,83,text
benign/benign/benign_14397.png,benign,1,83,text
benign/benign/benign_14398.png,benign,0,0,undecoded
benign/benign/benign_14399.png,benign,1,83,text
benign/benign/benign_144.png,benign,1,59,text
benign/benign/benign_1440.png,benign,1,71,text
benign/benign/benign_14400.png,benign,1,83,text
benign/benign/benign_14401.png,benign,1,83,text
benign/benign/benign_14402.png,benign,1,83,text
benign/benign/benign_14403.png,benign,1,83,text
benign/benign/benign_14404.png,benign,1,83,text
benign/benign/benign_14405.png,benign,1,83,text
benign/benign/benign_14406.png,benign,1,78,text
benign/benign/benign_14407.png,benign,1,83,text
benign/benign/benign_14408.png,benign,1,83,text
benign/benign/benign_14409.png,benign,1,83,text
benign/benign/benign_1441.png,benign,1,81,text
benign/benign/benign_14410.png,benign,1,83,text
benign/benign/benign_14411.png,benign,0,0,undecoded
benign/benign/benign_14412.png,benign,1,83,text
benign/benign/benign_14413.png,benign,1,83,text
benign/benign/benign_14414.png,benign,1,83,text
benign/benign/benign_14415.png,benign,1,83,text
benign/benign/benign_14416.png,benign,1,83,text
benign/benign/benign_14417.png,benign,1,79,text
benign/benign/benign_14418.png,benign,0,0,undecoded
benign/benign/benign_14419.png,benign,1,83,text
benign/benign/benign_1442.png,benign,1,74,text
benign/benign/benign_14420.png,benign,1,65,text
benign/benign/benign_14421.png,benign,1,71,text
benign/benign/benign_14422.png,benign,1,83,text
benign/benign/benign_14423.png,benign,1,64,text
benign/benign/benign_14424.png,benign,1,62,text
benign/benign/benign_14425.png,benign,0,0,undecoded
benign/benign/benign_14426.png,benign,1,80,text
benign/benign/benign_14427.png,benign,1,83,text
benign/benign/benign_14428.png,benign,1,69,text
benign/benign/benign_14429.png,benign,1,83,text
benign/benign/benign_1443.png,benign,1,74,text
benign/benign/benign_14430.png,benign,1,73,text
benign/benign/benign_14431.png,benign,1,77,text
benign/benign/benign_14432.png,benign,1,56,text
benign/benign/benign_14433.png,benign,1,71,text
benign/benign/benign_14434.png,benign,1,83,text
benign/benign/benign_14435.png,benign,1,82,text
benign/benign/benign_14436.png,benign,1,79,text
benign/benign/benign_14437.png,benign,1,71,text
benign/benign/benign_14438.png,benign,1,83,text
benign/benign/benign_14439.png,benign,1,83,text
benign/benign/benign_1444.png,benign,0,0,undecoded
benign/benign/benign_14440.png,benign,1,83,text
benign/benign/benign_14441.png,benign,1,83,text
benign/benign/benign_14442.png,benign,1,83,text
benign/benign/benign_14443.png,benign,1,83,text
benign/benign/benign_14444.png,benign,1,83,text
benign/benign/benign_14445.png,benign,1,83,text
benign/benign/benign_14446.png,benign,1,83,text
benign/benign/benign_14447.png,benign,1,83,text
benign/benign/benign_14448.png,benign,1,83,text
benign/benign/benign_14449.png,benign,1,83,text
benign/benign/benign_1445.png,benign,1,71,text
benign/benign/benign_14450.png,benign,1,83,text
benign/benign/benign_14451.png,benign,1,83,text
benign/benign/benign_14452.png,benign,1,83,text
benign/benign/benign_14453.png,benign,1,83,text
benign/benign/benign_14454.png,benign,1,83,text
benign/benign/benign_14455.png,benign,1,83,text
benign/benign/benign_14456.png,benign,1,83,text
benign/benign/benign_14457.png,benign,1,83,text
benign/benign/benign_14458.png,benign,1,77,text
benign/benign/benign_14459.png,benign,1,77,text
benign/benign/benign_1446.png,benign,1,74,text
benign/benign/benign_14460.png,benign,1,76,text
benign/benign/benign_14461.png,benign,1,83,text
benign/benign/benign_14462.png,benign,1,83,text
benign/benign/benign_14463.png,benign,1,83,text
benign/benign/benign_14464.png,benign,1,83,text
benign/benign/benign_14465.png,benign,1,83,text
benign/benign/benign_14466.png,benign,1,83,text
benign/benign/benign_14467.png,benign,1,83,text
benign/benign/benign_14468.png,benign,1,83,text
benign/benign/benign_14469.png,benign,1,83,text
benign/benign/benign_1447.png,benign,0,0,undecoded
benign/benign/benign_14470.png,benign,1,83,text
benign/benign/benign_14471.png,benign,1,83,text
benign/benign/benign_14472.png,benign,1,83,text
benign/benign/benign_14473.png,benign,1,83,text
benign/benign/benign_14474.png,benign,1,83,text
benign/benign/benign_14475.png,benign,1,83,text
benign/benign/benign_14476.png,benign,1,83,text
benign/benign/benign_14477.png,benign,1,83,text
benign/benign/benign_14478.png,benign,1,83,text
benign/benign/benign_14479.png,benign,1,83,text
benign/benign/benign_1448.png,benign,1,74,text
benign/benign/benign_14480.png,benign,1,83,text
benign/benign/benign_14481.png,benign,1,83,text
benign/benign/benign_14482.png,benign,1,83,text
benign/benign/benign_14483.png,benign,1,83,text
benign/benign/benign_14484.png,benign,1,83,text
benign/benign/benign_14485.png,benign,1,83,text
benign/benign/benign_14486.png,benign,1,83,text
benign/benign/benign_14487.png,benign,1,83,text
benign/benign/benign_14488.png,benign,1,83,text
benign/benign/benign_14489.png,benign,1,83,text
benign/benign/benign_1449.png,benign,1,74,text
benign/benign/benign_14490.png,benign,1,83,text
benign/benign/benign_14491.png,benign,1,83,text
benign/benign/benign_14492.png,benign,1,83,text
benign/benign/benign_14493.png,benign,1,83,text
benign/benign/benign_14494.png,benign,1,83,text
benign/benign/benign_14495.png,benign,1,83,text
benign/benign/benign_14496.png,benign,1,83,text
benign/benign/benign_14497.png,benign,0,0,undecoded
benign/benign/benign_14498.png,benign,1,83,text
benign/benign/benign_14499.png,benign,1,83,text
benign/benign/benign_145.png,benign,1,55,text
benign/benign/benign_1450.png,benign,1,74,text
benign/benign/benign_14500.png,benign,1,83,text
benign/benign/benign_14501.png,benign,0,0,undecoded
benign/benign/benign_14502.png,benign,1,83,text
benign/benign/benign_14503.png,benign,1,83,text
benign/benign/benign_14504.png,benign,1,83,text
benign/benign/benign_14505.png,benign,1,83,text
benign/benign/benign_14506.png,benign,1,83,text
benign/benign/benign_14507.png,benign,0,0,undecoded
benign/benign/benign_14508.png,benign,1,83,text
benign/benign/benign_14509.png,benign,1,83,text
benign/benign/benign_1451.png,benign,1,74,text
benign/benign/benign_14510.png,benign,1,83,text
benign/benign/benign_14511.png,benign,1,83,text
benign/benign/benign_14512.png,benign,1,83,text
benign/benign/benign_14513.png,benign,1,83,text
benign/benign/benign_14514.png,benign,1,83,text
benign/benign/benign_14515.png,benign,1,83,text
benign/benign/benign_14516.png,benign,1,83,text
benign/benign/benign_14517.png,benign,1,83,text
benign/benign/benign_14518.png,benign,1,83,text
benign/benign/benign_14519.png,benign,1,83,text
benign/benign/benign_1452.png,benign,1,71,text
benign/benign/benign_14520.png,benign,1,83,text
benign/benign/benign_14521.png,benign,1,83,text
benign/benign/benign_14522.png,benign,1,83,text
benign/benign/benign_14523.png,benign,1,83,text
benign/benign/benign_14524.png,benign,1,83,text
benign/benign/benign_14525.png,benign,1,83,text
benign/benign/benign_14526.png,benign,1,83,text
benign/benign/benign_14527.png,benign,1,83,text
benign/benign/benign_14528.png,benign,1,83,text
benign/benign/benign_14529.png,benign,1,83,text
benign/benign/benign_1453.png,benign,1,74,text
benign/benign/benign_14530.png,benign,1,83,text
benign/benign/benign_14531.png,benign,1,83,text
benign/benign/benign_14532.png,benign,1,83,text
benign/benign/benign_14533.png,benign,1,83,text
benign/benign/benign_14534.png,benign,1,83,text
benign/benign/benign_14535.png,benign,1,83,text
benign/benign/benign_14536.png,benign,1,83,text
benign/benign/benign_14537.png,benign,1,83,text
benign/benign/benign_14538.png,benign,1,83,text
benign/benign/benign_14539.png,benign,1,83,text
benign/benign/benign_1454.png,benign,1,82,text
benign/benign/benign_14540.png,benign,1,83,text
benign/benign/benign_14541.png,benign,1,83,text
benign/benign/benign_14542.png,benign,1,83,text
benign/benign/benign_14543.png,benign,1,83,text
benign/benign/benign_14544.png,benign,1,83,text
benign/benign/benign_14545.png,benign,1,83,text
benign/benign/benign_14546.png,benign,1,83,text
benign/benign/benign_14547.png,benign,1,83,text
benign/benign/benign_14548.png,benign,1,83,text
benign/benign/benign_14549.png,benign,1,83,text
benign/benign/benign_1455.png,benign,1,82,text
benign/benign/benign_14550.png,benign,1,83,text
benign/benign/benign_14551.png,benign,0,0,undecoded
benign/benign/benign_14552.png,benign,1,83,text
benign/benign/benign_14553.png,benign,1,72,text
benign/benign/benign_14554.png,benign,1,83,text
benign/benign/benign_14555.png,benign,1,83,text
benign/benign/benign_14556.png,benign,1,83,text
benign/benign/benign_14557.png,benign,1,83,text
benign/benign/benign_14558.png,benign,1,83,text
benign/benign/benign_14559.png,benign,1,83,text
benign/benign/benign_1456.png,benign,1,82,text
benign/benign/benign_14560.png,benign,1,83,text
benign/benign/benign_14561.png,benign,1,83,text
benign/benign/benign_14562.png,benign,1,77,text
benign/benign/benign_14563.png,benign,1,83,text
benign/benign/benign_14564.png,benign,1,83,text
benign/benign/benign_14565.png,benign,1,83,text
benign/benign/benign_14566.png,benign,0,0,undecoded
benign/benign/benign_14567.png,benign,1,83,text
benign/benign/benign_14568.png,benign,1,83,text
benign/benign/benign_14569.png,benign,1,83,text
benign/benign/benign_1457.png,benign,1,82,text
benign/benign/benign_14570.png,benign,1,83,text
benign/benign/benign_14571.png,benign,1,83,text
benign/benign/benign_14572.png,benign,1,83,text
benign/benign/benign_14573.png,benign,1,83,text
benign/benign/benign_14574.png,benign,1,83,text
benign/benign/benign_14575.png,benign,1,83,text
benign/benign/benign_14576.png,benign,1,83,text
benign/benign/benign_14577.png,benign,0,0,undecoded
benign/benign/benign_14578.png,benign,1,83,text
benign/benign/benign_14579.png,benign,1,83,text
benign/benign/benign_1458.png,benign,1,82,text
benign/benign/benign_14580.png,benign,1,82,text
benign/benign/benign_14581.png,benign,1,83,text
benign/benign/benign_14582.png,benign,1,63,text
benign/benign/benign_14583.png,benign,1,83,text
benign/benign/benign_14584.png,benign,1,79,text
benign/benign/benign_14585.png,benign,1,83,text
benign/benign/benign_14586.png,benign,1,83,text
benign/benign/benign_14587.png,benign,1,80,text
benign/benign/benign_14588.png,benign,1,83,text
benign/benign/benign_14589.png,benign,1,80,text
benign/benign/benign_1459.png,benign,1,82,text
benign/benign/benign_14590.png,benign,1,83,text
benign/benign/benign_14591.png,benign,1,83,text
benign/benign/benign_14592.png,benign,1,83,text
benign/benign/benign_14593.png,benign,1,83,text
benign/benign/benign_14594.png,benign,1,83,text
benign/benign/benign_14595.png,benign,1,83,text
benign/benign/benign_14596.png,benign,1,83,text
benign/benign/benign_14597.png,benign,1,83,text
benign/benign/benign_14598.png,benign,1,83,text
benign/benign/benign_14599.png,benign,1,83,text
benign/benign/benign_146.png,benign,1,52,text
benign/benign/benign_1460.png,benign,1,82,text
benign/benign/benign_14600.png,benign,1,83,text
benign/benign/benign_14601.png,benign,1,83,text
benign/benign/benign_14602.png,benign,0,0,undecoded
benign/benign/benign_14603.png,benign,1,83,text
benign/benign/benign_14604.png,benign,1,83,text
benign/benign/benign_14605.png,benign,1,83,text
benign/benign/benign_14606.png,benign,1,83,text
benign/benign/benign_14607.png,benign,1,83,text
benign/benign/benign_14608.png,benign,1,83,text
benign/benign/benign_14609.png,benign,1,83,text
benign/benign/benign_1461.png,benign,1,80,text
benign/benign/benign_14610.png,benign,1,83,text
benign/benign/benign_14611.png,benign,1,83,text
benign/benign/benign_14612.png,benign,1,83,text
benign/benign/benign_14613.png,benign,1,83,text
benign/benign/benign_14614.png,benign,1,83,text
benign/benign/benign_14615.png,benign,1,83,text
benign/benign/benign_14616.png,benign,1,83,text
benign/benign/benign_14617.png,benign,1,83,text
benign/benign/benign_14618.png,benign,1,83,text
benign/benign/benign_14619.png,benign,1,83,text
benign/benign/benign_1462.png,benign,1,79,text
benign/benign/benign_14620.png,benign,1,83,text
benign/benign/benign_14621.png,benign,1,83,text
benign/benign/benign_14622.png,benign,1,83,text
benign/benign/benign_14623.png,benign,1,83,text
benign/benign/benign_14624.png,benign,1,77,text
benign/benign/benign_14625.png,benign,1,83,text
benign/benign/benign_14626.png,benign,1,83,text
benign/benign/benign_14627.png,benign,1,83,text
benign/benign/benign_14628.png,benign,1,83,text
benign/benign/benign_14629.png,benign,1,83,text
benign/benign/benign_1463.png,benign,1,77,text
benign/benign/benign_14630.png,benign,1,83,text
benign/benign/benign_14631.png,benign,1,83,text
benign/benign/benign_14632.png,benign,1,83,text
benign/benign/benign_14633.png,benign,1,83,text
benign/benign/benign_14634.png,benign,1,83,text
benign/benign/benign_14635.png,benign,1,83,text
benign/benign/benign_14636.png,benign,1,83,text
benign/benign/benign_14637.png,benign,1,83,text
benign/benign/benign_14638.png,benign,1,83,text
benign/benign/benign_14639.png,benign,1,83,text
benign/benign/benign_1464.png,benign,1,75,text
benign/benign/benign_14640.png,benign,1,83,text
benign/benign/benign_14641.png,benign,1,83,text
benign/benign/benign_14642.png,benign,1,83,text
benign/benign/benign_14643.png,benign,1,64,text
benign/benign/benign_14644.png,benign,1,83,text
benign/benign/benign_14645.png,benign,1,83,text
benign/benign/benign_14646.png,benign,1,83,text
benign/benign/benign_14647.png,benign,1,83,text
benign/benign/benign_14648.png,benign,1,83,text
benign/benign/benign_14649.png,benign,1,83,text
benign/benign/benign_1465.png,benign,1,82,text
benign/benign/benign_14650.png,benign,1,83,text
benign/benign/benign_14651.png,benign,1,83,text
benign/benign/benign_14652.png,benign,1,83,text
benign/benign/benign_14653.png,benign,0,0,undecoded
benign/benign/benign_14654.png,benign,1,83,text
benign/benign/benign_14655.png,benign,1,83,text
benign/benign/benign_14656.png,benign,1,83,text
benign/benign/benign_14657.png,benign,1,83,text
benign/benign/benign_14658.png,benign,1,83,text
benign/benign/benign_14659.png,benign,1,83,text
benign/benign/benign_1466.png,benign,1,82,text
benign/benign/benign_14660.png,benign,1,83,text
benign/benign/benign_14661.png,benign,1,83,text
benign/benign/benign_14662.png,benign,1,83,text
benign/benign/benign_14663.png,benign,1,83,text
benign/benign/benign_14664.png,benign,1,83,text
benign/benign/benign_14665.png,benign,1,83,text
benign/benign/benign_14666.png,benign,1,83,text
benign/benign/benign_14667.png,benign,1,63,text
benign/benign/benign_14668.png,benign,1,80,text
benign/benign/benign_14669.png,benign,1,83,text
benign/benign/benign_1467.png,benign,1,73,text
benign/benign/benign_14670.png,benign,1,81,text
benign/benign/benign_14671.png,benign,1,83,text
benign/benign/benign_14672.png,benign,1,80,text
benign/benign/benign_14673.png,benign,1,72,text
benign/benign/benign_14674.png,benign,1,63,text
benign/benign/benign_14675.png,benign,1,78,text
benign/benign/benign_14676.png,benign,1,80,text
benign/benign/benign_14677.png,benign,1,76,text
benign/benign/benign_14678.png,benign,1,83,text
benign/benign/benign_14679.png,benign,1,69,text
benign/benign/benign_1468.png,benign,1,82,text
benign/benign/benign_14680.png,benign,1,83,text
benign/benign/benign_14681.png,benign,1,83,text
benign/benign/benign_14682.png,benign,1,74,text
benign/benign/benign_14683.png,benign,1,83,text
benign/benign/benign_14684.png,benign,1,74,text
benign/benign/benign_14685.png,benign,1,73,text
benign/benign/benign_14686.png,benign,1,83,text
benign/benign/benign_14687.png,benign,1,83,text
benign/benign/benign_14688.png,benign,1,73,text
benign/benign/benign_14689.png,benign,1,83,text
benign/benign/benign_1469.png,benign,1,82,text
benign/benign/benign_14690.png,benign,1,74,text
benign/benign/benign_14691.png,benign,1,66,text
benign/benign/benign_14692.png,benign,1,83,text
benign/benign/benign_14693.png,benign,1,83,text
benign/benign/benign_14694.png,benign,1,83,text
benign/benign/benign_14695.png,benign,1,83,text
benign/benign/benign_14696.png,benign,1,83,text
benign/benign/benign_14697.png,benign,1,83,text
benign/benign/benign_14698.png,benign,1,83,text
benign/benign/benign_14699.png,benign,1,83,text
benign/benign/benign_147.png,benign,1,59,text
benign/benign/benign_1470.png,benign,1,74,text
benign/benign/benign_14700.png,benign,1,83,text
benign/benign/benign_14701.png,benign,1,83,text
benign/benign/benign_14702.png,benign,1,83,text
benign/benign/benign_14703.png,benign,1,83,text
benign/benign/benign_14704.png,benign,1,83,text
benign/benign/benign_14705.png,benign,1,83,text
benign/benign/benign_14706.png,benign,1,83,text
benign/benign/benign_14707.png,benign,1,83,text
benign/benign/benign_14708.png,benign,1,83,text
benign/benign/benign_14709.png,benign,1,83,text
benign/benign/benign_1471.png,benign,1,79,text
benign/benign/benign_14710.png,benign,1,83,text
benign/benign/benign_14711.png,benign,1,83,text
benign/benign/benign_14712.png,benign,1,83,text
benign/benign/benign_14713.png,benign,1,83,text
benign/benign/benign_14714.png,benign,1,83,text
benign/benign/benign_14715.png,benign,1,83,text
benign/benign/benign_14716.png,benign,1,83,text
benign/benign/benign_14717.png,benign,1,83,text
benign/benign/benign_14718.png,benign,1,83,text
benign/benign/benign_14719.png,benign,1,83,text
benign/benign/benign_1472.png,benign,1,81,text
benign/benign/benign_14720.png,benign,1,83,text
benign/benign/benign_14721.png,benign,1,83,text
benign/benign/benign_14722.png,benign,1,83,text
benign/benign/benign_14723.png,benign,1,83,text
benign/benign/benign_14724.png,benign,1,83,text
benign/benign/benign_14725.png,benign,1,83,text
benign/benign/benign_14726.png,benign,1,83,text
benign/benign/benign_14727.png,benign,1,83,text
benign/benign/benign_14728.png,benign,1,83,text
benign/benign/benign_14729.png,benign,1,83,text
benign/benign/benign_1473.png,benign,1,82,text
benign/benign/benign_14730.png,benign,1,83,text
benign/benign/benign_14731.png,benign,1,83,text
benign/benign/benign_14732.png,benign,1,83,text
benign/benign/benign_14733.png,benign,1,83,text
benign/benign/benign_14734.png,benign,1,83,text
benign/benign/benign_14735.png,benign,1,83,text
benign/benign/benign_14736.png,benign,1,83,text
benign/benign/benign_14737.png,benign,1,83,text
benign/benign/benign_14738.png,benign,0,0,undecoded
benign/benign/benign_14739.png,benign,1,83,text
benign/benign/benign_1474.png,benign,1,77,text
benign/benign/benign_14740.png,benign,1,83,text
benign/benign/benign_14741.png,benign,1,83,text
benign/benign/benign_14742.png,benign,1,83,text
benign/benign/benign_14743.png,benign,1,83,text
benign/benign/benign_14744.png,benign,1,83,text
benign/benign/benign_14745.png,benign,1,83,text
benign/benign/benign_14746.png,benign,1,83,text
benign/benign/benign_14747.png,benign,1,83,text
benign/benign/benign_14748.png,benign,1,83,text
benign/benign/benign_14749.png,benign,1,83,text
benign/benign/benign_1475.png,benign,1,74,text
benign/benign/benign_14750.png,benign,1,83,text
benign/benign/benign_14751.png,benign,1,83,text
benign/benign/benign_14752.png,benign,1,83,text
benign/benign/benign_14753.png,benign,1,83,text
benign/benign/benign_14754.png,benign,1,83,text
benign/benign/benign_14755.png,benign,1,83,text
benign/benign/benign_14756.png,benign,1,83,text
benign/benign/benign_14757.png,benign,1,83,text
benign/benign/benign_14758.png,benign,1,83,text
benign/benign/benign_14759.png,benign,1,83,text
benign/benign/benign_1476.png,benign,1,82,text
benign/benign/benign_14760.png,benign,1,83,text
benign/benign/benign_14761.png,benign,1,83,text
benign/benign/benign_14762.png,benign,1,83,text
benign/benign/benign_14763.png,benign,1,83,text
benign/benign/benign_14764.png,benign,1,83,text
benign/benign/benign_14765.png,benign,1,82,text
benign/benign/benign_14766.png,benign,1,82,text
benign/benign/benign_14767.png,benign,1,78,text
benign/benign/benign_14768.png,benign,1,79,text
benign/benign/benign_14769.png,benign,1,83,text
benign/benign/benign_1477.png,benign,1,82,text
benign/benign/benign_14770.png,benign,0,0,undecoded
benign/benign/benign_14771.png,benign,1,83,text
benign/benign/benign_14772.png,benign,1,73,text
benign/benign/benign_14773.png,benign,1,81,text
benign/benign/benign_14774.png,benign,1,76,text
benign/benign/benign_14775.png,benign,1,83,text
benign/benign/benign_14776.png,benign,1,83,text
benign/benign/benign_14777.png,benign,1,68,text
benign/benign/benign_14778.png,benign,1,83,text
benign/benign/benign_14779.png,benign,1,76,text
benign/benign/benign_1478.png,benign,0,0,undecoded
benign/benign/benign_14780.png,benign,1,68,text
benign/benign/benign_14781.png,benign,0,0,undecoded
benign/benign/benign_14782.png,benign,1,83,text
benign/benign/benign_14783.png,benign,1,63,text
benign/benign/benign_14784.png,benign,1,65,text
benign/benign/benign_14785.png,benign,1,70,text
benign/benign/benign_14786.png,benign,1,61,text
benign/benign/benign_14787.png,benign,1,62,text
benign/benign/benign_14788.png,benign,1,79,text
benign/benign/benign_14789.png,benign,1,73,text
benign/benign/benign_1479.png,benign,1,77,text
benign/benign/benign_14790.png,benign,1,83,text
benign/benign/benign_14791.png,benign,1,83,text
benign/benign/benign_14792.png,benign,1,63,text
benign/benign/benign_14793.png,benign,1,56,text
benign/benign/benign_14794.png,benign,1,83,text
benign/benign/benign_14795.png,benign,0,0,undecoded
benign/benign/benign_14796.png,benign,1,83,text
benign/benign/benign_14797.png,benign,1,62,text
benign/benign/benign_14798.png,benign,1,63,text
benign/benign/benign_14799.png,benign,1,83,text
benign/benign/benign_148.png,benign,1,53,text
benign/benign/benign_1480.png,benign,1,77,text
benign/benign/benign_14800.png,benign,1,78,text
